Latitude,Longitude,Time,Fire_Present,Fire_Temperature,Rate_of_Spread,Wind_Direction,Wind_Speed,Humidity,Atmospheric_Temperature,Precipitation
-33.96153,18.42604,2025-09-23T20:30:00Z,1,684,6.34,115,29.4,16.2,23.6,0.0
-33.97512,18.43207,2025-09-23T20:30:00Z,1,625,15.63,94,33.5,16.0,23.7,0.22
-33.94338,18.41391,2025-09-23T20:30:00Z,1,778,9.7,101,39.8,26.7,21.5,0.0
-33.95735,18.41803,2025-09-23T20:30:00Z,1,840,25.27,139,35.2,31.5,16.3,0.0
-33.96588,18.41152,2025-09-23T20:30:00Z,1,796,29.59,98,29.1,39.1,22.2,0.0
-33.95106,18.43259,2025-09-23T20:30:00Z,1,677,12.37,169,18.3,30.6,20.1,0.0
-33.93769,18.40702,2025-09-23T20:30:00Z,1,623,23.84,127,24.8,21.3,27.8,0.0
-33.94744,18.40314,2025-09-23T20:30:00Z,1,630,7.48,130,17.6,28.6,19.7,0.0
-33.95293,18.39256,2025-09-23T20:30:00Z,1,606,25.58,99,37.9,37.2,24.5,0.0
-33.93782,18.39912,2025-09-23T20:30:00Z,1,797,19.69,110,39.2,29.1,24.5,0.0
-33.93997,18.40714,2025-09-23T20:30:00Z,1,854,18.68,103,28.1,36.8,21.9,0.0
-33.94275,18.39669,2025-09-23T20:30:00Z,1,741,26.46,105,39.9,21.1,25.0,0.0
-33.96843,18.41787,2025-09-23T20:30:00Z,1,603,26.8,172,19.4,25.9,22.7,0.0
-33.9508,18.4157,2025-09-23T20:30:00Z,1,613,21.79,130,33.9,15.2,16.6,0.03
-33.97403,18.4059,2025-09-23T20:30:00Z,1,606,6.7,115,12.9,21.7,17.4,0.0
-33.97244,18.42398,2025-09-23T20:30:00Z,1,872,17.27,110,22.7,19.0,23.5,0.0
-33.96431,18.41175,2025-09-23T20:30:00Z,1,853,7.5,96,30.8,39.3,26.4,0.0
-33.95156,18.42038,2025-09-23T20:30:00Z,1,799,26.62,122,21.5,21.3,24.3,0.0
-33.97309,18.40797,2025-09-23T20:30:00Z,1,636,25.59,117,38.6,29.5,19.1,0.0
-33.95746,18.39223,2025-09-23T20:30:00Z,1,604,8.69,93,25.2,29.7,18.3,0.0
-33.95588,18.42407,2025-09-23T20:30:00Z,1,686,26.01,157,10.6,19.7,25.5,0.0
-33.95765,18.41449,2025-09-23T20:30:00Z,1,611,21.64,145,33.5,23.1,26.7,0.0
-33.96061,18.41545,2025-09-23T20:30:00Z,1,604,22.59,148,28.9,15.6,22.2,0.0
-33.95488,18.39343,2025-09-23T20:30:00Z,1,703,21.82,104,29.7,28.1,26.2,0.0
-33.94704,18.39559,2025-09-23T20:30:00Z,1,696,6.61,98,22.3,28.8,26.4,0.0
-33.95121,18.39519,2025-09-23T20:30:00Z,1,769,5.52,125,19.8,25.5,26.0,0.0
-33.97095,18.43411,2025-09-23T20:30:00Z,1,900,25.79,140,18.9,22.6,26.9,0.0
-33.95209,18.4343,2025-09-23T20:30:00Z,1,772,7.06,141,13.9,26.9,27.9,0.0
-33.97113,18.41042,2025-09-23T20:30:00Z,1,644,20.27,117,33.8,17.8,18.2,0.0
-33.95435,18.40523,2025-09-23T20:30:00Z,1,663,9.08,134,32.2,36.6,17.9,0.0
-33.94848,18.39678,2025-09-23T20:30:00Z,1,751,6.85,115,16.7,35.8,22.1,0.0
-33.96451,18.39389,2025-09-23T20:30:00Z,1,727,23.9,154,27.9,17.3,24.1,0.0
-33.97485,18.43364,2025-09-23T20:30:00Z,1,610,22.29,144,20.6,31.5,18.3,0.0
-33.94245,18.41991,2025-09-23T20:30:00Z,1,654,10.16,136,34.3,37.4,18.3,0.0
-33.93962,18.40381,2025-09-23T20:30:00Z,1,662,7.87,118,32.6,24.9,20.3,0.0
-33.9759,18.42344,2025-09-23T20:30:00Z,1,779,7.96,161,16.5,36.1,24.9,0.0
-33.94656,18.41044,2025-09-23T20:30:00Z,1,764,20.15,170,25.7,35.9,26.4,0.0
-33.93802,18.39647,2025-09-23T20:30:00Z,1,849,9.58,94,19.2,16.0,22.3,0.0
-33.96317,18.4271,2025-09-23T20:30:00Z,1,845,24.16,132,38.4,34.3,24.9,0.0
-33.94957,18.41726,2025-09-23T20:30:00Z,1,712,8.67,117,33.5,23.8,16.4,0.0
-33.959,18.43306,2025-09-23T20:30:00Z,1,632,26.84,136,27.9,17.0,22.3,0.0
-33.94558,18.42497,2025-09-23T20:30:00Z,1,820,16.29,103,20.0,16.7,21.3,0.0
-33.96077,18.43041,2025-09-23T20:30:00Z,1,764,18.77,134,30.1,21.6,20.2,0.0
-33.96746,18.43075,2025-09-23T20:30:00Z,1,634,27.76,171,19.2,24.3,20.2,0.0
-33.96923,18.41126,2025-09-23T20:30:00Z,1,724,27.39,131,12.1,33.1,19.7,0.0
-33.9542,18.40046,2025-09-23T20:30:00Z,1,613,23.59,133,16.3,29.0,21.4,0.0
-33.95495,18.40371,2025-09-23T20:30:00Z,1,886,19.75,176,37.9,35.7,21.4,0.0
-33.96247,18.42267,2025-09-23T20:30:00Z,1,680,29.67,148,21.8,35.3,21.5,0.0
-33.97306,18.43578,2025-09-23T20:30:00Z,1,780,24.0,175,18.4,15.5,27.9,0.0
-33.97461,18.42965,2025-09-23T20:45:00Z,1,737,22.72,100,13.5,33.8,20.3,0.0
-33.94953,18.42914,2025-09-23T20:45:00Z,1,653,10.02,132,39.6,15.7,17.0,0.0
-33.97749,18.40595,2025-09-23T20:45:00Z,1,636,13.47,111,37.4,28.3,25.3,0.28
-33.94276,18.4313,2025-09-23T20:45:00Z,1,844,22.79,104,27.2,37.6,27.6,0.0
-33.97749,18.40663,2025-09-23T20:45:00Z,1,894,23.22,105,35.0,18.7,22.7,0.34
-33.93848,18.40741,2025-09-23T20:45:00Z,1,632,28.29,160,29.4,27.3,20.7,0.0
-33.96457,18.43725,2025-09-23T20:45:00Z,1,626,21.58,101,22.2,37.2,22.9,0.0
-33.94116,18.39875,2025-09-23T20:45:00Z,1,736,9.33,94,39.1,35.0,18.8,0.0
-33.94344,18.43214,2025-09-23T20:45:00Z,1,841,25.38,100,23.3,24.3,20.9,0.0
-33.96911,18.42464,2025-09-23T20:45:00Z,1,636,11.21,164,11.7,27.8,21.6,0.0
-33.96691,18.42812,2025-09-23T20:45:00Z,1,629,15.65,90,39.2,38.7,19.1,0.0
-33.96239,18.41149,2025-09-23T20:45:00Z,1,769,10.59,106,30.6,23.7,21.3,0.25
-33.96916,18.40995,2025-09-23T20:45:00Z,1,737,10.34,94,29.2,37.2,26.9,0.0
-33.95545,18.42317,2025-09-23T20:45:00Z,1,785,22.61,123,15.1,39.2,22.7,0.0
-33.95403,18.40234,2025-09-23T20:45:00Z,1,819,11.65,156,35.4,24.3,27.9,0.0
-33.94342,18.43762,2025-09-23T20:45:00Z,1,610,5.37,114,37.9,24.2,24.2,0.0
-33.96279,18.42543,2025-09-23T20:45:00Z,1,882,7.0,130,12.7,21.6,25.2,0.0
-33.95915,18.39635,2025-09-23T20:45:00Z,1,642,10.68,163,28.5,25.2,21.8,0.0
-33.96575,18.39987,2025-09-23T20:45:00Z,1,629,27.75,159,10.4,16.6,24.7,0.0
-33.93734,18.42951,2025-09-23T20:45:00Z,1,856,20.49,170,26.9,36.7,28.0,0.0
-33.96221,18.40288,2025-09-23T20:45:00Z,1,716,16.8,134,24.3,22.1,25.1,0.0
-33.94517,18.40251,2025-09-23T20:45:00Z,1,757,27.36,172,25.8,32.3,24.7,0.0
-33.96847,18.39585,2025-09-23T20:45:00Z,1,876,9.84,114,15.7,28.4,22.8,0.0
-33.96882,18.42943,2025-09-23T20:45:00Z,1,768,16.05,155,37.5,25.4,25.5,0.0
-33.93826,18.42205,2025-09-23T20:45:00Z,1,847,6.0,110,25.7,34.7,24.3,0.0
-33.96882,18.41851,2025-09-23T20:45:00Z,1,608,14.0,104,13.1,18.5,22.8,0.0
-33.94084,18.42791,2025-09-23T20:45:00Z,1,738,16.04,143,21.5,18.3,19.0,0.0
-33.94579,18.4142,2025-09-23T20:45:00Z,1,866,11.06,145,27.0,18.2,22.4,0.0
-33.94161,18.39342,2025-09-23T20:45:00Z,1,654,10.0,153,18.6,26.7,16.9,0.0
-33.97461,18.40182,2025-09-23T20:45:00Z,1,775,18.72,127,19.6,26.3,26.9,0.22
-33.94317,18.43061,2025-09-23T20:45:00Z,1,825,14.18,164,15.9,16.5,23.4,0.0
-33.96297,18.43355,2025-09-23T20:45:00Z,1,851,11.3,135,24.9,31.5,20.0,0.0
-33.96795,18.42487,2025-09-23T20:45:00Z,1,770,13.19,108,37.2,33.7,17.3,0.0
-33.97586,18.43479,2025-09-23T20:45:00Z,1,881,26.87,121,10.9,24.5,25.6,0.0
-33.96485,18.39393,2025-09-23T20:45:00Z,1,750,19.79,180,31.7,30.8,22.3,0.0
-33.9502,18.41767,2025-09-23T20:45:00Z,1,733,18.77,115,33.2,26.5,25.9,0.0
-33.95772,18.41931,2025-09-23T20:45:00Z,1,790,19.97,154,13.7,22.3,16.9,0.0
-33.94821,18.41821,2025-09-23T20:45:00Z,1,692,9.55,173,18.6,29.7,26.3,0.0
-33.94339,18.42768,2025-09-23T20:45:00Z,1,761,8.47,130,19.7,35.2,16.8,0.06
-33.95933,18.42561,2025-09-23T20:45:00Z,1,723,23.93,158,23.5,19.9,20.1,0.0
-33.95821,18.40266,2025-09-23T20:45:00Z,1,855,24.25,126,13.8,29.4,24.3,0.0
-33.94679,18.42399,2025-09-23T20:45:00Z,1,843,6.59,129,36.3,15.3,19.3,0.0
-33.96581,18.40833,2025-09-23T20:45:00Z,1,877,18.94,162,12.4,15.5,25.4,0.0
-33.97621,18.39255,2025-09-23T20:45:00Z,1,645,10.47,178,27.2,38.7,18.7,0.0
-33.95859,18.40356,2025-09-23T20:45:00Z,1,736,16.23,171,16.7,21.4,27.5,0.0
-33.95333,18.41389,2025-09-23T20:45:00Z,1,844,12.64,114,15.7,28.6,24.9,0.0
-33.93837,18.42676,2025-09-23T20:45:00Z,1,696,7.43,167,33.0,25.8,21.0,0.0
-33.94199,18.42455,2025-09-23T20:45:00Z,1,892,12.05,157,15.8,17.7,26.0,0.41
-33.9581,18.40404,2025-09-23T20:45:00Z,1,772,25.56,155,30.0,24.1,18.8,0.0
-33.96453,18.42273,2025-09-23T20:45:00Z,1,770,28.57,144,10.7,26.8,20.6,0.04
-33.9737,18.4127,2025-09-23T20:45:00Z,1,651,5.6,137,19.3,19.9,23.3,0.29
-33.95469,18.4183,2025-09-23T20:45:00Z,1,817,21.56,92,26.4,27.9,17.6,0.0
-33.96894,18.42204,2025-09-23T20:45:00Z,1,870,25.93,172,29.3,29.2,22.4,0.0
-33.94192,18.42031,2025-09-23T20:45:00Z,1,663,17.8,178,14.2,28.3,16.1,0.0
-33.96699,18.41339,2025-09-23T20:45:00Z,1,650,23.44,142,14.6,15.0,17.0,0.0
-33.93892,18.422,2025-09-23T20:45:00Z,1,706,5.77,158,16.8,21.7,22.3,0.0
-33.97603,18.41197,2025-09-23T20:45:00Z,1,840,5.71,103,15.2,29.0,21.3,0.0
-33.96222,18.40509,2025-09-23T20:45:00Z,1,678,12.46,142,22.7,23.9,21.4,0.0
-33.96015,18.40357,2025-09-23T20:45:00Z,1,690,5.23,121,37.3,24.3,18.6,0.08
-33.97459,18.41864,2025-09-23T20:45:00Z,1,687,7.0,105,34.3,27.2,16.1,0.0
-33.9544,18.43457,2025-09-23T20:45:00Z,1,847,22.41,105,38.7,33.8,20.8,0.24
-33.96092,18.41246,2025-09-23T20:45:00Z,1,632,8.69,157,16.0,39.5,27.8,0.0
-33.97657,18.41086,2025-09-23T20:45:00Z,1,878,16.53,180,34.9,16.8,17.4,0.0
-33.96188,18.40173,2025-09-23T20:45:00Z,1,613,20.07,104,25.9,21.4,21.8,0.0
-33.94385,18.4251,2025-09-23T20:45:00Z,1,807,18.18,141,30.2,38.7,17.7,0.0
-33.97396,18.41768,2025-09-23T20:45:00Z,1,816,7.75,92,21.9,37.1,20.3,0.0
-33.96356,18.39985,2025-09-23T20:45:00Z,1,838,7.25,105,14.0,16.4,17.1,0.0
-33.94632,18.42145,2025-09-23T20:45:00Z,1,616,14.07,152,26.4,17.5,20.2,0.0
-33.9464,18.41086,2025-09-23T20:45:00Z,1,617,27.6,148,26.1,24.7,20.4,0.0
-33.94633,18.39728,2025-09-23T20:45:00Z,1,606,16.31,138,29.9,33.3,18.4,0.0
-33.96831,18.42811,2025-09-23T20:45:00Z,1,654,10.09,169,19.0,30.1,17.5,0.0
-33.94552,18.40549,2025-09-23T20:45:00Z,1,688,19.33,90,22.6,24.5,21.9,0.0
-33.97526,18.41826,2025-09-23T20:45:00Z,1,718,25.88,132,38.7,19.4,21.9,0.0
-33.93978,18.41746,2025-09-23T20:45:00Z,1,859,18.96,90,36.0,38.8,17.8,0.0
-33.94578,18.42566,2025-09-23T20:45:00Z,1,875,15.62,108,31.2,37.8,20.1,0.0
-33.94238,18.42969,2025-09-23T20:45:00Z,1,692,12.15,146,34.8,38.2,24.4,0.0
-33.9461,18.39881,2025-09-23T20:45:00Z,1,769,20.61,91,11.9,35.1,26.6,0.0
-33.9407,18.3994,2025-09-23T20:45:00Z,1,710,22.16,124,39.7,16.7,23.7,0.0
-33.93807,18.42399,2025-09-23T20:45:00Z,1,867,15.46,131,37.9,21.2,21.8,0.0
-33.96921,18.4124,2025-09-23T20:45:00Z,1,778,6.67,118,39.5,21.1,20.4,0.0
-33.95581,18.40344,2025-09-23T20:45:00Z,1,670,9.73,142,19.2,29.5,22.5,0.0
-33.96204,18.4182,2025-09-23T20:45:00Z,1,780,14.25,98,26.1,29.7,21.1,0.0
-33.95009,18.43426,2025-09-23T20:45:00Z,1,690,9.69,114,24.9,28.5,21.7,0.0
-33.94462,18.39483,2025-09-23T20:45:00Z,1,788,5.33,112,15.9,39.7,20.6,0.31
-33.93909,18.40816,2025-09-23T20:45:00Z,1,678,23.94,179,20.0,22.1,16.2,0.0
-33.95836,18.40763,2025-09-23T20:45:00Z,1,863,21.54,153,12.3,21.0,26.6,0.0
-33.94541,18.39392,2025-09-23T20:45:00Z,1,783,15.92,112,20.1,23.6,23.2,0.0
-33.94186,18.41445,2025-09-23T20:45:00Z,1,627,29.95,168,15.5,30.2,23.6,0.0
-33.9469,18.41414,2025-09-23T20:45:00Z,1,624,23.34,119,18.4,29.1,16.8,0.0
-33.95248,18.41088,2025-09-23T20:45:00Z,1,741,19.86,134,34.1,31.5,26.0,0.0
-33.9757,18.41556,2025-09-23T20:45:00Z,1,897,17.19,113,14.8,23.8,27.2,0.0
-33.95637,18.3965,2025-09-23T20:45:00Z,1,872,23.6,97,15.7,19.5,16.4,0.0
-33.96469,18.41277,2025-09-23T20:45:00Z,1,746,11.74,144,38.9,19.7,16.3,0.0
-33.95383,18.42046,2025-09-23T20:45:00Z,1,756,27.76,126,25.6,18.7,17.1,0.0
-33.96143,18.40421,2025-09-23T20:45:00Z,1,681,19.83,132,10.9,34.7,26.4,0.0
-33.97645,18.42233,2025-09-23T20:45:00Z,1,678,25.02,121,34.4,17.6,24.2,0.0
-33.97312,18.39259,2025-09-23T20:45:00Z,1,816,25.84,120,17.9,27.0,25.1,0.04
-33.95414,18.43059,2025-09-23T20:45:00Z,1,768,6.32,162,12.8,27.7,24.9,0.44
-33.94073,18.40354,2025-09-23T20:45:00Z,1,763,18.44,142,35.8,39.7,16.7,0.0
-33.97245,18.4194,2025-09-23T20:45:00Z,1,706,10.58,111,21.8,19.9,19.6,0.0
-33.97452,18.39525,2025-09-23T20:45:00Z,1,894,8.1,115,32.1,20.6,16.2,0.0
-33.96153,18.42604,2025-09-23T20:45:00Z,1,743,5.73,156,33.9,37.2,23.5,0.0
-33.97512,18.43207,2025-09-23T20:45:00Z,1,894,23.86,158,27.8,38.1,23.0,0.0
-33.94338,18.41391,2025-09-23T20:45:00Z,1,845,29.76,97,39.9,39.2,22.4,0.0
-33.95735,18.41803,2025-09-23T20:45:00Z,1,636,7.94,117,26.7,16.3,25.0,0.0
-33.96588,18.41152,2025-09-23T20:45:00Z,1,695,23.35,133,32.0,24.8,23.7,0.0
-33.95106,18.43259,2025-09-23T20:45:00Z,1,899,12.65,134,36.1,20.4,24.6,0.0
-33.93769,18.40702,2025-09-23T20:45:00Z,1,894,21.75,126,33.1,35.5,19.5,0.0
-33.94744,18.40314,2025-09-23T20:45:00Z,1,898,27.35,106,18.2,21.8,20.2,0.0
-33.95293,18.39256,2025-09-23T20:45:00Z,1,688,12.29,164,25.3,25.1,20.7,0.0
-33.93782,18.39912,2025-09-23T20:45:00Z,1,861,17.77,135,21.0,27.6,25.9,0.04
-33.93997,18.40714,2025-09-23T20:45:00Z,1,677,29.62,92,27.0,19.5,16.5,0.25
-33.94275,18.39669,2025-09-23T20:45:00Z,1,761,17.15,118,37.0,20.3,22.2,0.0
-33.96843,18.41787,2025-09-23T20:45:00Z,1,786,21.66,101,11.3,27.3,17.1,0.07
-33.9508,18.4157,2025-09-23T20:45:00Z,1,878,27.49,103,38.2,30.0,26.6,0.0
-33.97403,18.4059,2025-09-23T20:45:00Z,1,858,16.87,158,32.8,19.4,20.8,0.36
-33.97244,18.42398,2025-09-23T20:45:00Z,1,880,5.13,117,39.9,38.8,21.0,0.0
-33.96431,18.41175,2025-09-23T20:45:00Z,1,812,18.76,167,27.2,16.8,23.1,0.0
-33.95156,18.42038,2025-09-23T20:45:00Z,1,783,21.46,179,28.9,17.6,17.1,0.21
-33.97309,18.40797,2025-09-23T20:45:00Z,1,790,17.46,136,12.7,37.2,23.9,0.0
-33.95746,18.39223,2025-09-23T20:45:00Z,1,809,28.94,127,26.3,37.8,18.4,0.0
-33.95588,18.42407,2025-09-23T20:45:00Z,1,889,5.37,124,29.4,38.3,26.1,0.0
-33.95765,18.41449,2025-09-23T20:45:00Z,1,739,24.74,99,18.5,34.5,23.4,0.0
-33.96061,18.41545,2025-09-23T20:45:00Z,1,896,13.79,130,37.2,15.7,23.9,0.0
-33.95488,18.39343,2025-09-23T20:45:00Z,1,854,19.12,131,10.5,19.4,20.4,0.0
-33.94704,18.39559,2025-09-23T20:45:00Z,1,695,28.81,139,12.5,17.9,16.1,0.13
-33.95121,18.39519,2025-09-23T20:45:00Z,1,794,25.65,178,39.7,18.1,16.2,0.0
-33.97095,18.43411,2025-09-23T20:45:00Z,1,784,10.36,180,15.3,22.4,19.1,0.0
-33.95209,18.4343,2025-09-23T20:45:00Z,1,663,8.36,129,36.9,24.1,16.0,0.0
-33.97113,18.41042,2025-09-23T20:45:00Z,1,834,29.48,166,30.6,39.0,18.6,0.0
-33.95435,18.40523,2025-09-23T20:45:00Z,1,614,7.11,123,14.1,24.2,17.7,0.0
-33.94848,18.39678,2025-09-23T20:45:00Z,1,877,29.85,103,34.1,36.2,27.6,0.0
-33.96451,18.39389,2025-09-23T20:45:00Z,1,694,7.94,110,31.5,19.7,23.2,0.0
-33.97485,18.43364,2025-09-23T20:45:00Z,1,741,6.98,97,29.6,18.5,19.2,0.0
-33.94245,18.41991,2025-09-23T20:45:00Z,1,890,9.55,146,20.8,34.2,21.5,0.38
-33.93962,18.40381,2025-09-23T20:45:00Z,1,601,13.46,149,38.7,30.2,19.5,0.0
-33.9759,18.42344,2025-09-23T20:45:00Z,1,811,26.34,176,18.0,36.1,17.5,0.0
-33.94656,18.41044,2025-09-23T20:45:00Z,1,718,20.84,128,29.8,29.8,24.4,0.0
-33.93802,18.39647,2025-09-23T20:45:00Z,1,784,27.73,115,23.4,29.1,18.4,0.0
-33.96317,18.4271,2025-09-23T20:45:00Z,1,865,20.73,163,27.2,19.9,22.8,0.0
-33.94957,18.41726,2025-09-23T20:45:00Z,1,862,11.6,98,19.9,29.9,27.2,0.0
-33.959,18.43306,2025-09-23T20:45:00Z,1,618,24.09,175,11.3,22.6,21.6,0.0
-33.94558,18.42497,2025-09-23T20:45:00Z,1,791,21.12,109,15.8,16.6,27.5,0.0
-33.96077,18.43041,2025-09-23T20:45:00Z,1,653,18.31,111,38.5,22.0,26.3,0.34
-33.96746,18.43075,2025-09-23T20:45:00Z,1,773,16.45,115,26.0,31.7,17.2,0.0
-33.96923,18.41126,2025-09-23T20:45:00Z,1,796,24.94,133,29.6,19.8,20.6,0.0
-33.9542,18.40046,2025-09-23T20:45:00Z,1,756,26.31,93,14.1,38.3,16.2,0.24
-33.95495,18.40371,2025-09-23T20:45:00Z,1,867,15.51,177,34.7,36.8,18.2,0.0
-33.96247,18.42267,2025-09-23T20:45:00Z,1,742,21.9,127,17.0,32.0,19.2,0.0
-33.97306,18.43578,2025-09-23T20:45:00Z,1,719,21.23,174,27.2,16.5,21.1,0.0
-33.97461,18.42965,2025-09-23T21:00:00Z,1,883,9.38,170,15.9,16.9,24.2,0.0
-33.94953,18.42914,2025-09-23T21:00:00Z,1,641,5.21,152,22.4,33.4,17.3,0.0
-33.97749,18.40595,2025-09-23T21:00:00Z,1,721,27.5,90,33.1,15.5,20.1,0.0
-33.94276,18.4313,2025-09-23T21:00:00Z,1,690,15.3,167,22.4,26.8,18.8,0.0
-33.97749,18.40663,2025-09-23T21:00:00Z,1,612,13.6,138,14.8,25.4,21.3,0.0
-33.93848,18.40741,2025-09-23T21:00:00Z,1,630,8.53,128,19.8,23.5,25.8,0.0
-33.96457,18.43725,2025-09-23T21:00:00Z,1,887,20.26,180,14.6,33.6,18.3,0.22
-33.94116,18.39875,2025-09-23T21:00:00Z,1,666,14.22,178,33.2,38.6,24.1,0.0
-33.94344,18.43214,2025-09-23T21:00:00Z,1,835,10.0,123,26.3,18.9,25.7,0.0
-33.96911,18.42464,2025-09-23T21:00:00Z,1,787,27.54,117,31.5,24.7,20.0,0.0
-33.96691,18.42812,2025-09-23T21:00:00Z,1,735,21.68,153,19.0,22.3,19.4,0.0
-33.96239,18.41149,2025-09-23T21:00:00Z,1,735,21.22,164,22.8,32.2,24.3,0.0
-33.96916,18.40995,2025-09-23T21:00:00Z,1,824,25.66,100,38.0,25.5,23.7,0.0
-33.95545,18.42317,2025-09-23T21:00:00Z,1,880,23.68,123,19.6,25.3,17.9,0.0
-33.95403,18.40234,2025-09-23T21:00:00Z,1,637,23.25,159,32.6,16.8,17.9,0.0
-33.94342,18.43762,2025-09-23T21:00:00Z,1,760,19.13,147,34.3,39.4,26.1,0.0
-33.96279,18.42543,2025-09-23T21:00:00Z,1,771,26.54,115,33.0,31.9,19.2,0.0
-33.95915,18.39635,2025-09-23T21:00:00Z,1,689,6.76,118,16.7,17.4,21.2,0.0
-33.96575,18.39987,2025-09-23T21:00:00Z,1,761,15.56,111,17.4,33.7,18.2,0.0
-33.93734,18.42951,2025-09-23T21:00:00Z,1,846,5.86,112,18.2,36.8,18.2,0.43
-33.96221,18.40288,2025-09-23T21:00:00Z,1,775,15.59,120,23.5,38.3,24.6,0.0
-33.94517,18.40251,2025-09-23T21:00:00Z,1,758,12.93,141,10.6,22.8,25.1,0.0
-33.96847,18.39585,2025-09-23T21:00:00Z,1,888,17.62,111,24.5,17.1,26.9,0.44
-33.96882,18.42943,2025-09-23T21:00:00Z,1,893,14.7,109,23.0,17.3,21.6,0.0
-33.93826,18.42205,2025-09-23T21:00:00Z,1,885,11.63,148,37.1,37.0,24.6,0.0
-33.96882,18.41851,2025-09-23T21:00:00Z,1,667,9.9,150,18.8,25.6,16.8,0.0
-33.94084,18.42791,2025-09-23T21:00:00Z,1,667,9.61,158,36.6,18.9,24.2,0.0
-33.94579,18.4142,2025-09-23T21:00:00Z,1,605,6.92,166,33.9,38.8,18.6,0.0
-33.94161,18.39342,2025-09-23T21:00:00Z,1,787,21.39,101,28.2,18.1,25.7,0.0
-33.97461,18.40182,2025-09-23T21:00:00Z,1,773,13.02,98,20.8,38.1,17.2,0.0
-33.94317,18.43061,2025-09-23T21:00:00Z,1,629,14.69,112,32.5,31.4,24.1,0.0
-33.96297,18.43355,2025-09-23T21:00:00Z,1,862,7.78,173,25.3,25.6,28.0,0.0
-33.96795,18.42487,2025-09-23T21:00:00Z,1,870,18.15,119,14.1,39.1,18.4,0.0
-33.97586,18.43479,2025-09-23T21:00:00Z,1,646,12.64,165,18.2,21.5,27.5,0.0
-33.96485,18.39393,2025-09-23T21:00:00Z,1,725,10.74,93,31.2,23.3,25.4,0.0
-33.9502,18.41767,2025-09-23T21:00:00Z,1,898,10.59,126,39.8,30.4,21.1,0.0
-33.95772,18.41931,2025-09-23T21:00:00Z,1,622,16.62,161,15.8,27.4,24.9,0.0
-33.94821,18.41821,2025-09-23T21:00:00Z,1,637,7.45,178,16.2,22.3,20.4,0.0
-33.94339,18.42768,2025-09-23T21:00:00Z,1,819,23.13,101,10.7,26.8,17.2,0.0
-33.95933,18.42561,2025-09-23T21:00:00Z,1,600,27.51,127,37.4,20.1,25.3,0.0
-33.95821,18.40266,2025-09-23T21:00:00Z,1,763,8.73,119,21.6,23.3,26.4,0.0
-33.94679,18.42399,2025-09-23T21:00:00Z,1,717,13.49,129,10.3,23.2,18.2,0.0
-33.96581,18.40833,2025-09-23T21:00:00Z,1,826,25.81,113,39.7,34.4,19.4,0.0
-33.97621,18.39255,2025-09-23T21:00:00Z,1,752,20.26,113,12.9,19.3,26.6,0.0
-33.95859,18.40356,2025-09-23T21:00:00Z,1,707,22.55,121,31.5,24.2,17.0,0.0
-33.95333,18.41389,2025-09-23T21:00:00Z,1,749,24.75,172,19.0,18.4,25.3,0.0
-33.93837,18.42676,2025-09-23T21:00:00Z,1,755,8.32,146,35.1,35.0,24.8,0.21
-33.94199,18.42455,2025-09-23T21:00:00Z,1,715,7.07,95,31.6,23.3,26.9,0.0
-33.9581,18.40404,2025-09-23T21:00:00Z,1,893,13.96,122,26.4,28.8,24.0,0.0
-33.96453,18.42273,2025-09-23T21:00:00Z,1,708,11.16,104,14.4,23.7,21.7,0.0
-33.9737,18.4127,2025-09-23T21:00:00Z,1,673,8.34,150,38.4,29.3,20.8,0.0
-33.95469,18.4183,2025-09-23T21:00:00Z,1,894,10.33,174,33.7,30.8,23.5,0.0
-33.96894,18.42204,2025-09-23T21:00:00Z,1,623,28.88,151,29.9,15.4,24.5,0.0
-33.94192,18.42031,2025-09-23T21:00:00Z,1,666,25.31,170,36.9,32.9,25.9,0.0
-33.96699,18.41339,2025-09-23T21:00:00Z,1,846,9.62,92,38.3,23.5,18.3,0.0
-33.93892,18.422,2025-09-23T21:00:00Z,1,601,9.54,172,18.9,22.8,17.5,0.0
-33.97603,18.41197,2025-09-23T21:00:00Z,1,624,20.23,98,12.4,36.0,17.3,0.0
-33.96222,18.40509,2025-09-23T21:00:00Z,1,709,18.34,165,26.2,15.4,27.4,0.0
-33.96015,18.40357,2025-09-23T21:00:00Z,1,895,20.92,142,24.5,18.8,19.5,0.0
-33.97459,18.41864,2025-09-23T21:00:00Z,1,870,28.93,134,34.7,25.2,16.1,0.0
-33.9544,18.43457,2025-09-23T21:00:00Z,1,888,22.37,102,10.8,26.2,26.4,0.23
-33.96092,18.41246,2025-09-23T21:00:00Z,1,823,28.73,109,37.1,23.7,17.5,0.0
-33.97657,18.41086,2025-09-23T21:00:00Z,1,639,5.53,119,11.1,32.1,19.6,0.0
-33.96188,18.40173,2025-09-23T21:00:00Z,1,766,23.39,119,21.5,20.7,27.4,0.0
-33.94385,18.4251,2025-09-23T21:00:00Z,1,749,25.9,128,25.9,32.2,26.1,0.0
-33.97396,18.41768,2025-09-23T21:00:00Z,1,732,16.51,95,33.0,27.3,23.8,0.0
-33.96356,18.39985,2025-09-23T21:00:00Z,1,812,23.13,179,27.8,39.3,17.0,0.0
-33.94632,18.42145,2025-09-23T21:00:00Z,1,655,23.46,138,17.5,24.9,27.3,0.0
