Latitude,Longitude,Time,Fire_Present,Fire_Temperature,Rate_of_Spread,Wind_Direction,Wind_Speed,Humidity,Atmospheric_Temperature,Precipitation,Terrain
-33.93848,18.40741,2025-09-23T20:30:00Z,1.0,822.0,19.65,169,39.3,29.9,27.0,0.0,road
-33.96457,18.43725,2025-09-23T20:30:00Z,1.0,892.0,25.8,157,30.5,35.3,26.5,0.19,road
-33.94116,18.39875,2025-09-23T20:30:00Z,1.0,658.0,29.29,159,32.7,18.9,23.2,0.32,road
-33.94344,18.43214,2025-09-23T20:30:00Z,1.0,843.0,21.82,159,32.4,19.0,27.9,0.0,road
-33.96911,18.42464,2025-09-23T20:30:00Z,1.0,813.0,5.77,100,25.8,32.7,25.6,0.0,road
-33.96691,18.42812,2025-09-23T20:30:00Z,1.0,668.0,16.18,151,15.2,17.4,25.5,0.0,road
-33.96239,18.41149,2025-09-23T20:30:00Z,1.0,712.0,12.23,126,37.9,28.5,26.2,0.2,road
-33.96916,18.40995,2025-09-23T20:30:00Z,1.0,886.0,10.34,150,30.5,25.8,21.3,0.0,road
-33.95545,18.42317,2025-09-23T20:30:00Z,1.0,768.0,11.28,173,11.9,20.4,17.1,0.0,road
-33.95403,18.40234,2025-09-23T20:30:00Z,1.0,713.0,11.06,180,15.6,34.5,21.1,0.0,road
-33.94342,18.43762,2025-09-23T20:30:00Z,1.0,872.0,11.07,157,11.6,24.7,18.6,0.0,road
-33.96279,18.42543,2025-09-23T20:30:00Z,1.0,839.0,22.53,111,10.7,38.6,27.0,0.0,road
-33.95915,18.39635,2025-09-23T20:30:00Z,1.0,800.0,5.71,167,19.2,15.6,24.1,0.0,road
-33.96575,18.39987,2025-09-23T20:30:00Z,1.0,604.0,5.07,123,24.7,38.5,18.7,0.0,road
-33.93734,18.42951,2025-09-23T20:30:00Z,1.0,656.0,16.02,115,23.1,29.0,24.0,0.0,road
-33.96221,18.40288,2025-09-23T20:30:00Z,1.0,752.0,7.07,158,11.6,38.9,18.6,0.0,road
-33.94517,18.40251,2025-09-23T20:30:00Z,1.0,723.0,19.92,136,15.7,16.9,22.9,0.0,road
-33.96847,18.39585,2025-09-23T20:30:00Z,1.0,844.0,9.17,156,20.6,38.3,18.7,0.0,road
-33.96882,18.42943,2025-09-23T20:30:00Z,1.0,713.0,17.87,137,11.1,17.0,24.4,0.0,road
-33.93826,18.42205,2025-09-23T20:30:00Z,1.0,892.0,19.21,100,30.3,33.5,18.8,0.0,road
-33.96882,18.41851,2025-09-23T20:30:00Z,1.0,762.0,12.55,178,39.8,28.4,19.6,0.0,road
-33.94084,18.42791,2025-09-23T20:30:00Z,1.0,615.0,22.17,94,23.4,25.6,19.4,0.28,road
-33.94579,18.4142,2025-09-23T20:30:00Z,1.0,716.0,25.26,159,31.7,19.3,27.1,0.0,road
-33.94161,18.39342,2025-09-23T20:30:00Z,1.0,776.0,16.01,121,34.4,36.2,24.1,0.0,road
-33.97461,18.40182,2025-09-23T20:30:00Z,1.0,666.0,7.65,105,31.1,16.8,23.2,0.0,road
-33.94317,18.43061,2025-09-23T20:30:00Z,1.0,774.0,24.66,94,10.7,27.3,17.1,0.0,road
-33.96297,18.43355,2025-09-23T20:30:00Z,1.0,780.0,21.69,152,24.3,16.0,19.9,0.0,road
-33.96795,18.42487,2025-09-23T20:30:00Z,1.0,709.0,14.75,142,28.9,34.5,19.0,0.0,road
-33.97586,18.43479,2025-09-23T20:30:00Z,1.0,692.0,13.21,121,14.8,20.3,24.2,0.14,road
-33.96485,18.39393,2025-09-23T20:30:00Z,1.0,662.0,22.82,155,32.9,23.0,18.2,0.0,road
-33.9502,18.41767,2025-09-23T20:30:00Z,1.0,788.0,21.53,153,40.0,16.9,16.0,0.0,road
-33.95772,18.41931,2025-09-23T20:30:00Z,1.0,611.0,18.96,119,36.6,33.1,17.1,0.0,road
-33.94821,18.41821,2025-09-23T20:30:00Z,1.0,725.0,25.74,167,14.2,38.6,17.8,0.0,road
-33.94339,18.42768,2025-09-23T20:30:00Z,1.0,695.0,17.07,104,10.8,25.1,22.1,0.0,road
-33.95933,18.42561,2025-09-23T20:30:00Z,1.0,834.0,26.69,112,28.2,19.6,27.6,0.0,road
-33.95821,18.40266,2025-09-23T20:30:00Z,1.0,849.0,29.53,109,33.5,39.8,23.7,0.0,road
-33.94679,18.42399,2025-09-23T20:30:00Z,1.0,794.0,14.12,164,10.5,23.2,19.5,0.0,road
-33.96581,18.40833,2025-09-23T20:30:00Z,1.0,778.0,16.95,103,15.0,19.1,21.2,0.0,road
-33.97621,18.39255,2025-09-23T20:30:00Z,1.0,718.0,16.62,113,11.1,33.1,26.1,0.0,road
-33.95859,18.40356,2025-09-23T20:30:00Z,1.0,605.0,8.96,167,35.4,37.5,22.8,0.0,road
-33.95333,18.41389,2025-09-23T20:30:00Z,1.0,879.0,17.08,155,11.1,29.1,16.6,0.0,road
-33.93837,18.42676,2025-09-23T20:30:00Z,1.0,644.0,16.96,149,11.5,29.9,22.3,0.0,road
-33.94199,18.42455,2025-09-23T20:30:00Z,1.0,797.0,20.82,133,28.0,31.3,24.8,0.0,road
-33.9581,18.40404,2025-09-23T20:30:00Z,1.0,795.0,27.73,168,38.0,29.5,27.3,0.0,road
-33.96453,18.42273,2025-09-23T20:30:00Z,1.0,875.0,6.05,116,33.3,15.4,24.5,0.0,road
-33.9737,18.4127,2025-09-23T20:30:00Z,1.0,646.0,25.74,167,11.2,21.5,17.3,0.0,road
-33.95469,18.4183,2025-09-23T20:30:00Z,1.0,660.0,21.0,175,31.3,29.0,23.6,0.0,road
-33.96894,18.42204,2025-09-23T20:30:00Z,1.0,784.0,16.26,137,29.1,29.8,17.0,0.0,road
-33.94192,18.42031,2025-09-23T20:30:00Z,1.0,823.0,28.71,136,26.4,29.1,23.8,0.26,road
-33.96699,18.41339,2025-09-23T20:30:00Z,1.0,799.0,10.32,130,31.2,23.5,17.2,0.0,road
-33.93892,18.422,2025-09-23T20:30:00Z,1.0,885.0,11.17,170,31.3,18.7,18.3,0.0,road
-33.97603,18.41197,2025-09-23T20:30:00Z,1.0,721.0,10.85,156,16.7,28.1,23.1,0.0,road
-33.96222,18.40509,2025-09-23T20:30:00Z,1.0,733.0,16.52,138,14.9,39.5,25.9,0.0,road
-33.96015,18.40357,2025-09-23T20:30:00Z,1.0,792.0,12.7,129,26.7,18.9,17.6,0.0,road
-33.97459,18.41864,2025-09-23T20:30:00Z,1.0,751.0,13.47,153,16.3,26.1,21.2,0.0,road
-33.9544,18.43457,2025-09-23T20:30:00Z,1.0,678.0,16.65,122,25.4,36.9,23.2,0.0,road
-33.96092,18.41246,2025-09-23T20:30:00Z,1.0,613.0,15.89,124,28.2,25.3,25.0,0.0,road
-33.97657,18.41086,2025-09-23T20:30:00Z,1.0,849.0,18.17,103,19.0,18.9,16.5,0.0,road
-33.96188,18.40173,2025-09-23T20:30:00Z,1.0,774.0,19.82,169,14.8,39.7,20.1,0.0,road
-33.94385,18.4251,2025-09-23T20:30:00Z,1.0,740.0,11.81,99,27.4,19.8,23.6,0.0,road
-33.97396,18.41768,2025-09-23T20:30:00Z,1.0,643.0,17.0,157,35.5,33.8,19.9,0.0,road
-33.96356,18.39985,2025-09-23T20:30:00Z,1.0,659.0,20.56,105,37.2,22.7,18.0,0.0,road
-33.94632,18.42145,2025-09-23T20:30:00Z,1.0,839.0,20.16,125,39.3,15.5,19.8,0.0,road
-33.9464,18.41086,2025-09-23T20:30:00Z,1.0,613.0,26.47,128,24.9,29.4,23.9,0.0,road
-33.94633,18.39728,2025-09-23T20:30:00Z,1.0,630.0,11.81,116,32.5,31.5,27.5,0.0,road
-33.96831,18.42811,2025-09-23T20:30:00Z,1.0,629.0,23.97,96,27.9,35.4,20.0,0.0,road
-33.94552,18.40549,2025-09-23T20:30:00Z,1.0,865.0,9.01,144,38.9,24.4,26.6,0.0,road
-33.97526,18.41826,2025-09-23T20:30:00Z,1.0,608.0,28.65,153,33.0,27.4,21.1,0.0,road
-33.93978,18.41746,2025-09-23T20:30:00Z,1.0,789.0,25.23,146,27.7,34.9,18.5,0.0,road
-33.94578,18.42566,2025-09-23T20:30:00Z,1.0,717.0,17.4,108,17.0,18.2,28.0,0.0,road
-33.94238,18.42969,2025-09-23T20:30:00Z,1.0,653.0,10.74,129,33.6,35.2,20.4,0.0,road
-33.9461,18.39881,2025-09-23T20:30:00Z,1.0,825.0,16.79,158,15.7,24.4,21.4,0.0,road
-33.9407,18.3994,2025-09-23T20:30:00Z,1.0,633.0,10.1,135,32.1,22.0,27.0,0.0,road
-33.93807,18.42399,2025-09-23T20:30:00Z,1.0,751.0,9.78,173,29.0,22.0,26.5,0.0,road
-33.96921,18.4124,2025-09-23T20:30:00Z,1.0,898.0,13.46,160,25.6,27.9,23.8,0.0,road
-33.95581,18.40344,2025-09-23T20:30:00Z,1.0,663.0,5.29,114,36.8,37.3,26.0,0.0,road
-33.96204,18.4182,2025-09-23T20:30:00Z,1.0,838.0,19.21,179,36.3,20.9,25.2,0.0,road
-33.95009,18.43426,2025-09-23T20:30:00Z,1.0,722.0,16.76,149,26.3,17.2,22.2,0.0,road
-33.94462,18.39483,2025-09-23T20:30:00Z,1.0,790.0,11.75,127,27.8,22.1,18.7,0.0,road
-33.93909,18.40816,2025-09-23T20:30:00Z,1.0,669.0,18.88,162,22.2,37.0,17.7,0.0,road
-33.95836,18.40763,2025-09-23T20:30:00Z,1.0,774.0,12.69,103,17.9,33.2,17.0,0.0,road
-33.94541,18.39392,2025-09-23T20:30:00Z,1.0,788.0,12.33,122,29.8,24.4,27.0,0.0,road
-33.94186,18.41445,2025-09-23T20:30:00Z,1.0,743.0,20.79,143,35.6,29.5,26.8,0.21,road
-33.9469,18.41414,2025-09-23T20:30:00Z,1.0,845.0,23.67,112,25.3,21.0,23.8,0.42,road
-33.95248,18.41088,2025-09-23T20:30:00Z,1.0,711.0,8.42,162,30.3,36.6,24.1,0.0,road
-33.9757,18.41556,2025-09-23T20:30:00Z,1.0,781.0,26.92,98,31.2,31.8,27.5,0.0,road
-33.95637,18.3965,2025-09-23T20:30:00Z,1.0,643.0,9.63,172,32.0,32.2,22.4,0.0,road
-33.96469,18.41277,2025-09-23T20:30:00Z,1.0,773.0,26.1,112,28.4,37.1,26.6,0.0,road
-33.95383,18.42046,2025-09-23T20:30:00Z,1.0,735.0,14.17,103,21.2,15.6,22.6,0.26,road
-33.96143,18.40421,2025-09-23T20:30:00Z,1.0,771.0,29.24,109,14.4,35.2,25.0,0.0,road
-33.97645,18.42233,2025-09-23T20:30:00Z,1.0,612.0,28.5,146,18.1,30.8,20.8,0.45,road
-33.97312,18.39259,2025-09-23T20:30:00Z,1.0,632.0,26.67,163,14.0,17.2,24.1,0.21,road
-33.95414,18.43059,2025-09-23T20:30:00Z,1.0,796.0,24.35,130,17.5,16.2,21.9,0.0,road
-33.94073,18.40354,2025-09-23T20:30:00Z,1.0,824.0,23.66,93,24.0,23.8,23.8,0.0,road
-33.97245,18.4194,2025-09-23T20:30:00Z,1.0,855.0,11.91,170,11.0,26.1,23.1,0.0,road
-33.97452,18.39525,2025-09-23T20:30:00Z,1.0,842.0,18.3,91,38.3,20.7,19.4,0.48,road
-33.96153,18.42604,2025-09-23T20:30:00Z,1.0,684.0,6.34,115,29.4,16.2,23.6,0.0,road
-33.97512,18.43207,2025-09-23T20:30:00Z,1.0,625.0,15.63,94,33.5,16.0,23.7,0.22,road
-33.94338,18.41391,2025-09-23T20:30:00Z,1.0,778.0,9.7,101,39.8,26.7,21.5,0.0,road
-33.95735,18.41803,2025-09-23T20:30:00Z,1.0,840.0,25.27,139,35.2,31.5,16.3,0.0,road
-33.96588,18.41152,2025-09-23T20:30:00Z,1.0,796.0,29.59,98,29.1,39.1,22.2,0.0,road
-33.95106,18.43259,2025-09-23T20:30:00Z,1.0,677.0,12.37,169,18.3,30.6,20.1,0.0,road
-33.93769,18.40702,2025-09-23T20:30:00Z,1.0,623.0,23.84,127,24.8,21.3,27.8,0.0,road
-33.94744,18.40314,2025-09-23T20:30:00Z,1.0,630.0,7.48,130,17.6,28.6,19.7,0.0,road
-33.95293,18.39256,2025-09-23T20:30:00Z,1.0,606.0,25.58,99,37.9,37.2,24.5,0.0,road
-33.93782,18.39912,2025-09-23T20:30:00Z,1.0,797.0,19.69,110,39.2,29.1,24.5,0.0,road
-33.93997,18.40714,2025-09-23T20:30:00Z,1.0,854.0,18.68,103,28.1,36.8,21.9,0.0,road
-33.94275,18.39669,2025-09-23T20:30:00Z,1.0,741.0,26.46,105,39.9,21.1,25.0,0.0,road
-33.96843,18.41787,2025-09-23T20:30:00Z,1.0,603.0,26.8,172,19.4,25.9,22.7,0.0,road
-33.9508,18.4157,2025-09-23T20:30:00Z,1.0,613.0,21.79,130,33.9,15.2,16.6,0.03,road
-33.97403,18.4059,2025-09-23T20:30:00Z,1.0,606.0,6.7,115,12.9,21.7,17.4,0.0,road
-33.97244,18.42398,2025-09-23T20:30:00Z,1.0,872.0,17.27,110,22.7,19.0,23.5,0.0,road
-33.96431,18.41175,2025-09-23T20:30:00Z,1.0,853.0,7.5,96,30.8,39.3,26.4,0.0,road
-33.95156,18.42038,2025-09-23T20:30:00Z,1.0,799.0,26.62,122,21.5,21.3,24.3,0.0,road
-33.97309,18.40797,2025-09-23T20:30:00Z,1.0,636.0,25.59,117,38.6,29.5,19.1,0.0,road
-33.95746,18.39223,2025-09-23T20:30:00Z,1.0,604.0,8.69,93,25.2,29.7,18.3,0.0,road
-33.95588,18.42407,2025-09-23T20:30:00Z,1.0,686.0,26.01,157,10.6,19.7,25.5,0.0,road
-33.95765,18.41449,2025-09-23T20:30:00Z,1.0,611.0,21.64,145,33.5,23.1,26.7,0.0,road
-33.96061,18.41545,2025-09-23T20:30:00Z,1.0,604.0,22.59,148,28.9,15.6,22.2,0.0,road
-33.95488,18.39343,2025-09-23T20:30:00Z,1.0,703.0,21.82,104,29.7,28.1,26.2,0.0,road
-33.94704,18.39559,2025-09-23T20:30:00Z,1.0,696.0,6.61,98,22.3,28.8,26.4,0.0,road
-33.95121,18.39519,2025-09-23T20:30:00Z,1.0,769.0,5.52,125,19.8,25.5,26.0,0.0,road
-33.97095,18.43411,2025-09-23T20:30:00Z,1.0,900.0,25.79,140,18.9,22.6,26.9,0.0,road
-33.95209,18.4343,2025-09-23T20:30:00Z,1.0,772.0,7.06,141,13.9,26.9,27.9,0.0,road
-33.97113,18.41042,2025-09-23T20:30:00Z,1.0,644.0,20.27,117,33.8,17.8,18.2,0.0,road
-33.95435,18.40523,2025-09-23T20:30:00Z,1.0,663.0,9.08,134,32.2,36.6,17.9,0.0,road
-33.94848,18.39678,2025-09-23T20:30:00Z,1.0,751.0,6.85,115,16.7,35.8,22.1,0.0,road
-33.96451,18.39389,2025-09-23T20:30:00Z,1.0,727.0,23.9,154,27.9,17.3,24.1,0.0,road
-33.97485,18.43364,2025-09-23T20:30:00Z,1.0,610.0,22.29,144,20.6,31.5,18.3,0.0,road
-33.94245,18.41991,2025-09-23T20:30:00Z,1.0,654.0,10.16,136,34.3,37.4,18.3,0.0,road
-33.93962,18.40381,2025-09-23T20:30:00Z,1.0,662.0,7.87,118,32.6,24.9,20.3,0.0,road
-33.9759,18.42344,2025-09-23T20:30:00Z,1.0,779.0,7.96,161,16.5,36.1,24.9,0.0,road
-33.94656,18.41044,2025-09-23T20:30:00Z,1.0,764.0,20.15,170,25.7,35.9,26.4,0.0,road
-33.93802,18.39647,2025-09-23T20:30:00Z,1.0,849.0,9.58,94,19.2,16.0,22.3,0.0,road
-33.96317,18.4271,2025-09-23T20:30:00Z,1.0,845.0,24.16,132,38.4,34.3,24.9,0.0,road
-33.94957,18.41726,2025-09-23T20:30:00Z,1.0,712.0,8.67,117,33.5,23.8,16.4,0.0,road
-33.959,18.43306,2025-09-23T20:30:00Z,1.0,632.0,26.84,136,27.9,17.0,22.3,0.0,road
-33.94558,18.42497,2025-09-23T20:30:00Z,1.0,820.0,16.29,103,20.0,16.7,21.3,0.0,road
-33.96077,18.43041,2025-09-23T20:30:00Z,1.0,764.0,18.77,134,30.1,21.6,20.2,0.0,road
-33.96746,18.43075,2025-09-23T20:30:00Z,1.0,634.0,27.76,171,19.2,24.3,20.2,0.0,road
-33.96923,18.41126,2025-09-23T20:30:00Z,1.0,724.0,27.39,131,12.1,33.1,19.7,0.0,road
-33.9542,18.40046,2025-09-23T20:30:00Z,1.0,613.0,23.59,133,16.3,29.0,21.4,0.0,road
-33.95495,18.40371,2025-09-23T20:30:00Z,1.0,886.0,19.75,176,37.9,35.7,21.4,0.0,road
-33.96247,18.42267,2025-09-23T20:30:00Z,1.0,680.0,29.67,148,21.8,35.3,21.5,0.0,road
-33.97306,18.43578,2025-09-23T20:30:00Z,1.0,780.0,24.0,175,18.4,15.5,27.9,0.0,road
-33.97461,18.42965,2025-09-23T20:45:00Z,1.0,737.0,22.72,100,13.5,33.8,20.3,0.0,road
-33.94953,18.42914,2025-09-23T20:45:00Z,1.0,653.0,10.02,132,39.6,15.7,17.0,0.0,road
-33.97749,18.40595,2025-09-23T20:45:00Z,1.0,636.0,13.47,111,37.4,28.3,25.3,0.28,road
-33.94276,18.4313,2025-09-23T20:45:00Z,1.0,844.0,22.79,104,27.2,37.6,27.6,0.0,road
-33.97749,18.40663,2025-09-23T20:45:00Z,1.0,894.0,23.22,105,35.0,18.7,22.7,0.34,road
-33.93848,18.40741,2025-09-23T20:45:00Z,1.0,632.0,28.29,160,29.4,27.3,20.7,0.0,road
-33.96457,18.43725,2025-09-23T20:45:00Z,1.0,626.0,21.58,101,22.2,37.2,22.9,0.0,road
-33.94116,18.39875,2025-09-23T20:45:00Z,1.0,736.0,9.33,94,39.1,35.0,18.8,0.0,road
-33.94344,18.43214,2025-09-23T20:45:00Z,1.0,841.0,25.38,100,23.3,24.3,20.9,0.0,road
-33.96911,18.42464,2025-09-23T20:45:00Z,1.0,636.0,11.21,164,11.7,27.8,21.6,0.0,road
-33.96691,18.42812,2025-09-23T20:45:00Z,1.0,629.0,15.65,90,39.2,38.7,19.1,0.0,road
-33.96239,18.41149,2025-09-23T20:45:00Z,1.0,769.0,10.59,106,30.6,23.7,21.3,0.25,road
-33.96916,18.40995,2025-09-23T20:45:00Z,1.0,737.0,10.34,94,29.2,37.2,26.9,0.0,road
-33.95545,18.42317,2025-09-23T20:45:00Z,1.0,785.0,22.61,123,15.1,39.2,22.7,0.0,road
-33.95403,18.40234,2025-09-23T20:45:00Z,1.0,819.0,11.65,156,35.4,24.3,27.9,0.0,road
-33.94342,18.43762,2025-09-23T20:45:00Z,1.0,610.0,5.37,114,37.9,24.2,24.2,0.0,road
-33.96279,18.42543,2025-09-23T20:45:00Z,1.0,882.0,7.0,130,12.7,21.6,25.2,0.0,road
-33.95915,18.39635,2025-09-23T20:45:00Z,1.0,642.0,10.68,163,28.5,25.2,21.8,0.0,road
-33.96575,18.39987,2025-09-23T20:45:00Z,1.0,629.0,27.75,159,10.4,16.6,24.7,0.0,road
-33.93734,18.42951,2025-09-23T20:45:00Z,1.0,856.0,20.49,170,26.9,36.7,28.0,0.0,road
-33.96221,18.40288,2025-09-23T20:45:00Z,1.0,716.0,16.8,134,24.3,22.1,25.1,0.0,road
-33.94517,18.40251,2025-09-23T20:45:00Z,1.0,757.0,27.36,172,25.8,32.3,24.7,0.0,road
-33.96847,18.39585,2025-09-23T20:45:00Z,1.0,876.0,9.84,114,15.7,28.4,22.8,0.0,road
-33.96882,18.42943,2025-09-23T20:45:00Z,1.0,768.0,16.05,155,37.5,25.4,25.5,0.0,road
-33.93826,18.42205,2025-09-23T20:45:00Z,1.0,847.0,6.0,110,25.7,34.7,24.3,0.0,road
-33.96882,18.41851,2025-09-23T20:45:00Z,1.0,608.0,14.0,104,13.1,18.5,22.8,0.0,road
-33.94084,18.42791,2025-09-23T20:45:00Z,1.0,738.0,16.04,143,21.5,18.3,19.0,0.0,road
-33.94579,18.4142,2025-09-23T20:45:00Z,1.0,866.0,11.06,145,27.0,18.2,22.4,0.0,road
-33.94161,18.39342,2025-09-23T20:45:00Z,1.0,654.0,10.0,153,18.6,26.7,16.9,0.0,road
-33.97461,18.40182,2025-09-23T20:45:00Z,1.0,775.0,18.72,127,19.6,26.3,26.9,0.22,road
-33.94317,18.43061,2025-09-23T20:45:00Z,1.0,825.0,14.18,164,15.9,16.5,23.4,0.0,road
-33.96297,18.43355,2025-09-23T20:45:00Z,1.0,851.0,11.3,135,24.9,31.5,20.0,0.0,road
-33.96795,18.42487,2025-09-23T20:45:00Z,1.0,770.0,13.19,108,37.2,33.7,17.3,0.0,road
-33.97586,18.43479,2025-09-23T20:45:00Z,1.0,881.0,26.87,121,10.9,24.5,25.6,0.0,road
-33.96485,18.39393,2025-09-23T20:45:00Z,1.0,750.0,19.79,180,31.7,30.8,22.3,0.0,road
-33.9502,18.41767,2025-09-23T20:45:00Z,1.0,733.0,18.77,115,33.2,26.5,25.9,0.0,road
-33.95772,18.41931,2025-09-23T20:45:00Z,1.0,790.0,19.97,154,13.7,22.3,16.9,0.0,road
-33.94821,18.41821,2025-09-23T20:45:00Z,1.0,692.0,9.55,173,18.6,29.7,26.3,0.0,road
-33.94339,18.42768,2025-09-23T20:45:00Z,1.0,761.0,8.47,130,19.7,35.2,16.8,0.06,road
-33.95933,18.42561,2025-09-23T20:45:00Z,1.0,723.0,23.93,158,23.5,19.9,20.1,0.0,road
-33.95821,18.40266,2025-09-23T20:45:00Z,1.0,855.0,24.25,126,13.8,29.4,24.3,0.0,road
-33.94679,18.42399,2025-09-23T20:45:00Z,1.0,843.0,6.59,129,36.3,15.3,19.3,0.0,road
-33.96581,18.40833,2025-09-23T20:45:00Z,1.0,877.0,18.94,162,12.4,15.5,25.4,0.0,road
-33.97621,18.39255,2025-09-23T20:45:00Z,1.0,645.0,10.47,178,27.2,38.7,18.7,0.0,road
-33.95859,18.40356,2025-09-23T20:45:00Z,1.0,736.0,16.23,171,16.7,21.4,27.5,0.0,road
-33.95333,18.41389,2025-09-23T20:45:00Z,1.0,844.0,12.64,114,15.7,28.6,24.9,0.0,road
-33.93837,18.42676,2025-09-23T20:45:00Z,1.0,696.0,7.43,167,33.0,25.8,21.0,0.0,road
-33.94199,18.42455,2025-09-23T20:45:00Z,1.0,892.0,12.05,157,15.8,17.7,26.0,0.41,road
-33.9581,18.40404,2025-09-23T20:45:00Z,1.0,772.0,25.56,155,30.0,24.1,18.8,0.0,road
-33.96453,18.42273,2025-09-23T20:45:00Z,1.0,770.0,28.57,144,10.7,26.8,20.6,0.04,road
-33.9737,18.4127,2025-09-23T20:45:00Z,1.0,651.0,5.6,137,19.3,19.9,23.3,0.29,road
-33.95469,18.4183,2025-09-23T20:45:00Z,1.0,817.0,21.56,92,26.4,27.9,17.6,0.0,road
-33.96894,18.42204,2025-09-23T20:45:00Z,1.0,870.0,25.93,172,29.3,29.2,22.4,0.0,road
-33.94192,18.42031,2025-09-23T20:45:00Z,1.0,663.0,17.8,178,14.2,28.3,16.1,0.0,road
-33.96699,18.41339,2025-09-23T20:45:00Z,1.0,650.0,23.44,142,14.6,15.0,17.0,0.0,road
-33.93892,18.422,2025-09-23T20:45:00Z,1.0,706.0,5.77,158,16.8,21.7,22.3,0.0,road
-33.97603,18.41197,2025-09-23T20:45:00Z,1.0,840.0,5.71,103,15.2,29.0,21.3,0.0,road
-33.96222,18.40509,2025-09-23T20:45:00Z,1.0,678.0,12.46,142,22.7,23.9,21.4,0.0,road
-33.96015,18.40357,2025-09-23T20:45:00Z,1.0,690.0,5.23,121,37.3,24.3,18.6,0.08,road
-33.97459,18.41864,2025-09-23T20:45:00Z,1.0,687.0,7.0,105,34.3,27.2,16.1,0.0,road
-33.9544,18.43457,2025-09-23T20:45:00Z,1.0,847.0,22.41,105,38.7,33.8,20.8,0.24,road
-33.96092,18.41246,2025-09-23T20:45:00Z,1.0,632.0,8.69,157,16.0,39.5,27.8,0.0,road
-33.97657,18.41086,2025-09-23T20:45:00Z,1.0,878.0,16.53,180,34.9,16.8,17.4,0.0,road
-33.96188,18.40173,2025-09-23T20:45:00Z,1.0,613.0,20.07,104,25.9,21.4,21.8,0.0,road
-33.94385,18.4251,2025-09-23T20:45:00Z,1.0,807.0,18.18,141,30.2,38.7,17.7,0.0,road
-33.97396,18.41768,2025-09-23T20:45:00Z,1.0,816.0,7.75,92,21.9,37.1,20.3,0.0,road
-33.96356,18.39985,2025-09-23T20:45:00Z,1.0,838.0,7.25,105,14.0,16.4,17.1,0.0,road
-33.94632,18.42145,2025-09-23T20:45:00Z,1.0,616.0,14.07,152,26.4,17.5,20.2,0.0,road
-33.9464,18.41086,2025-09-23T20:45:00Z,1.0,617.0,27.6,148,26.1,24.7,20.4,0.0,road
-33.94633,18.39728,2025-09-23T20:45:00Z,1.0,606.0,16.31,138,29.9,33.3,18.4,0.0,road
-33.96831,18.42811,2025-09-23T20:45:00Z,1.0,654.0,10.09,169,19.0,30.1,17.5,0.0,road
-33.94552,18.40549,2025-09-23T20:45:00Z,1.0,688.0,19.33,90,22.6,24.5,21.9,0.0,road
-33.97526,18.41826,2025-09-23T20:45:00Z,1.0,718.0,25.88,132,38.7,19.4,21.9,0.0,road
-33.93978,18.41746,2025-09-23T20:45:00Z,1.0,859.0,18.96,90,36.0,38.8,17.8,0.0,road
-33.94578,18.42566,2025-09-23T20:45:00Z,1.0,875.0,15.62,108,31.2,37.8,20.1,0.0,road
-33.94238,18.42969,2025-09-23T20:45:00Z,1.0,692.0,12.15,146,34.8,38.2,24.4,0.0,road
-33.9461,18.39881,2025-09-23T20:45:00Z,1.0,769.0,20.61,91,11.9,35.1,26.6,0.0,road
-33.9407,18.3994,2025-09-23T20:45:00Z,1.0,710.0,22.16,124,39.7,16.7,23.7,0.0,road
-33.93807,18.42399,2025-09-23T20:45:00Z,1.0,867.0,15.46,131,37.9,21.2,21.8,0.0,road
-33.96921,18.4124,2025-09-23T20:45:00Z,1.0,778.0,6.67,118,39.5,21.1,20.4,0.0,road
-33.95581,18.40344,2025-09-23T20:45:00Z,1.0,670.0,9.73,142,19.2,29.5,22.5,0.0,road
-33.96204,18.4182,2025-09-23T20:45:00Z,1.0,780.0,14.25,98,26.1,29.7,21.1,0.0,road
-33.95009,18.43426,2025-09-23T20:45:00Z,1.0,690.0,9.69,114,24.9,28.5,21.7,0.0,road
-33.94462,18.39483,2025-09-23T20:45:00Z,1.0,788.0,5.33,112,15.9,39.7,20.6,0.31,road
-33.93909,18.40816,2025-09-23T20:45:00Z,1.0,678.0,23.94,179,20.0,22.1,16.2,0.0,road
-33.95836,18.40763,2025-09-23T20:45:00Z,1.0,863.0,21.54,153,12.3,21.0,26.6,0.0,road
-33.94541,18.39392,2025-09-23T20:45:00Z,1.0,783.0,15.92,112,20.1,23.6,23.2,0.0,road
-33.94186,18.41445,2025-09-23T20:45:00Z,1.0,627.0,29.95,168,15.5,30.2,23.6,0.0,road
-33.9469,18.41414,2025-09-23T20:45:00Z,1.0,624.0,23.34,119,18.4,29.1,16.8,0.0,road
-33.95248,18.41088,2025-09-23T20:45:00Z,1.0,741.0,19.86,134,34.1,31.5,26.0,0.0,road
-33.9757,18.41556,2025-09-23T20:45:00Z,1.0,897.0,17.19,113,14.8,23.8,27.2,0.0,road
-33.95637,18.3965,2025-09-23T20:45:00Z,1.0,872.0,23.6,97,15.7,19.5,16.4,0.0,road
-33.96469,18.41277,2025-09-23T20:45:00Z,1.0,746.0,11.74,144,38.9,19.7,16.3,0.0,road
-33.95383,18.42046,2025-09-23T20:45:00Z,1.0,756.0,27.76,126,25.6,18.7,17.1,0.0,road
-33.96143,18.40421,2025-09-23T20:45:00Z,1.0,681.0,19.83,132,10.9,34.7,26.4,0.0,road
